,id,titulo,lingua_original,lancamento,popularidade,media_dos_votos,qtds_votos,tipo_de_midia,adulto
1534,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1535,117465,,Japones,,62.392,10.0,4,Tv,False
1536,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1537,208891,,Japones,,59.825,8.667,3,Tv,False
1538,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1539,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1540,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1541,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1542,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1543,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1544,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1545,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1546,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1547,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1548,95558,,Ingles,,64.625,8.0,8,Tv,False
1549,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1550,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1551,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1552,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1553,158876,,Chines,,58.304,8.4,9,Tv,False
1554,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1555,117465,,Japones,,62.392,10.0,4,Tv,False
1556,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1557,208891,,Japones,,59.825,8.667,3,Tv,False
1558,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1559,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1560,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1561,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1562,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1563,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1564,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1565,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1566,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1567,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1568,95558,,Ingles,,64.625,8.0,8,Tv,False
1569,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1570,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1571,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1572,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1573,158876,,Chines,,58.304,8.4,9,Tv,False
1574,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1575,117465,,Japones,,62.392,10.0,4,Tv,False
1576,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1577,208891,,Japones,,59.825,8.667,3,Tv,False
1578,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1579,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1580,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1581,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1582,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1583,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1584,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1585,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1586,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1587,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1588,95558,,Ingles,,64.625,8.0,8,Tv,False
1589,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1590,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1591,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1592,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1593,158876,,Chines,,58.304,8.4,9,Tv,False
1594,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1595,117465,,Japones,,62.392,10.0,4,Tv,False
1596,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1597,208891,,Japones,,59.825,8.667,3,Tv,False
1598,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1599,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1600,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1601,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1602,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1603,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1604,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1605,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1606,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1607,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1608,95558,,Ingles,,64.625,8.0,8,Tv,False
1609,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1610,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1611,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1612,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1613,158876,,Chines,,58.304,8.4,9,Tv,False
1614,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1615,117465,,Japones,,62.392,10.0,4,Tv,False
1616,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1617,208891,,Japones,,59.825,8.667,3,Tv,False
1618,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1619,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1620,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1621,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1622,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1623,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1624,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1625,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1626,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1627,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1628,95558,,Ingles,,64.625,8.0,8,Tv,False
1629,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1630,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1631,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1632,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1633,158876,,Chines,,58.304,8.4,9,Tv,False
1634,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1635,117465,,Japones,,62.392,10.0,4,Tv,False
1636,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1637,208891,,Japones,,59.825,8.667,3,Tv,False
1638,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1639,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1640,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1641,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1642,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1643,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1644,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1645,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1646,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1647,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1648,95558,,Ingles,,64.625,8.0,8,Tv,False
1649,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1650,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1651,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1652,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1653,158876,,Chines,,58.304,8.4,9,Tv,False
1654,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1655,117465,,Japones,,62.392,10.0,4,Tv,False
1656,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1657,208891,,Japones,,59.825,8.667,3,Tv,False
1658,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1659,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1660,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1661,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1662,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1663,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1664,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1665,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1666,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1667,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1668,95558,,Ingles,,64.625,8.0,8,Tv,False
1669,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1670,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1671,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1672,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1673,158876,,Chines,,58.304,8.4,9,Tv,False
1674,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1675,117465,,Japones,,62.392,10.0,4,Tv,False
1676,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1677,208891,,Japones,,59.825,8.667,3,Tv,False
1678,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1679,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1680,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1681,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1682,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1683,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1684,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1685,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1686,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1687,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1688,95558,,Ingles,,64.625,8.0,8,Tv,False
1689,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1690,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1691,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1692,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1693,158876,,Chines,,58.304,8.4,9,Tv,False
1694,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1695,117465,,Japones,,62.392,10.0,4,Tv,False
1696,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1697,208891,,Japones,,59.825,8.667,3,Tv,False
1698,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1699,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1700,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1701,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1702,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1703,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1704,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1705,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1706,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1707,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1708,95558,,Ingles,,64.625,8.0,8,Tv,False
1709,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1710,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1711,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1712,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1713,158876,,Chines,,58.304,8.4,9,Tv,False
1714,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1715,117465,,Japones,,62.392,10.0,4,Tv,False
1716,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1717,208891,,Japones,,59.825,8.667,3,Tv,False
1718,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1719,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1720,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1721,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1722,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1723,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1724,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1725,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1726,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1727,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1728,95558,,Ingles,,64.625,8.0,8,Tv,False
1729,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1730,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1731,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1732,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1733,158876,,Chines,,58.304,8.4,9,Tv,False
1734,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1735,117465,,Japones,,62.392,10.0,4,Tv,False
1736,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1737,208891,,Japones,,59.825,8.667,3,Tv,False
1738,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1739,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1740,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1741,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1742,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1743,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1744,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1745,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1746,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1747,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1748,95558,,Ingles,,64.625,8.0,8,Tv,False
1749,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1750,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1751,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1752,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1753,158876,,Chines,,58.304,8.4,9,Tv,False
1754,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1755,117465,,Japones,,62.392,10.0,4,Tv,False
1756,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1757,208891,,Japones,,59.825,8.667,3,Tv,False
1758,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1759,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1760,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1761,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1762,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1763,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1764,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1765,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1766,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1767,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1768,95558,,Ingles,,64.625,8.0,8,Tv,False
1769,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1770,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1771,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1772,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1773,158876,,Chines,,58.304,8.4,9,Tv,False
1774,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1775,117465,,Japones,,62.392,10.0,4,Tv,False
1776,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1777,208891,,Japones,,59.825,8.667,3,Tv,False
1778,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1779,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1780,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1781,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1782,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1783,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1784,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1785,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1786,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1787,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1788,95558,,Ingles,,64.625,8.0,8,Tv,False
1789,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1790,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1791,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1792,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1793,158876,,Chines,,58.304,8.4,9,Tv,False
1794,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1795,117465,,Japones,,62.392,10.0,4,Tv,False
1796,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1797,208891,,Japones,,59.825,8.667,3,Tv,False
1798,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1799,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1800,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1801,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1802,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1803,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1804,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1805,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1806,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1807,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1808,95558,,Ingles,,64.625,8.0,8,Tv,False
1809,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1810,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1811,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1812,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1813,158876,,Chines,,58.304,8.4,9,Tv,False
1814,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1815,117465,,Japones,,62.392,10.0,4,Tv,False
1816,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1817,208891,,Japones,,59.825,8.667,3,Tv,False
1818,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1819,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1820,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1821,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1822,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1823,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1824,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1825,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1826,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1827,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1828,95558,,Ingles,,64.625,8.0,8,Tv,False
1829,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1830,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1831,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1832,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1833,158876,,Chines,,58.304,8.4,9,Tv,False
1834,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1835,117465,,Japones,,62.392,10.0,4,Tv,False
1836,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1837,208891,,Japones,,59.825,8.667,3,Tv,False
1838,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1839,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1840,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1841,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1842,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1843,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1844,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1845,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1846,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1847,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1848,95558,,Ingles,,64.625,8.0,8,Tv,False
1849,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1850,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1851,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1852,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1853,158876,,Chines,,58.304,8.4,9,Tv,False
1854,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1855,117465,,Japones,,62.392,10.0,4,Tv,False
1856,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1857,208891,,Japones,,59.825,8.667,3,Tv,False
1858,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1859,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1860,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1861,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1862,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1863,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
1864,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
1865,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
1866,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
1867,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
1868,95558,,Ingles,,64.625,8.0,8,Tv,False
1869,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
1870,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
1871,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
1872,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
1873,158876,,Chines,,58.304,8.4,9,Tv,False
1874,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
1875,117465,,Japones,,62.392,10.0,4,Tv,False
1876,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
1877,208891,,Japones,,59.825,8.667,3,Tv,False
1878,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
1879,82856,,Ingles,,1108.646,8.488,8697,Tv,False
1880,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
1881,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
1882,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
1883,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
