,id,titulo,lingua_original,lancamento,popularidade,media_dos_votos,qtds_votos,tipo_de_midia,adulto
9443,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9444,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9445,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9446,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9447,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9448,95558,,Ingles,,64.625,8.0,8,Tv,False
9449,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9450,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9451,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9452,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9453,158876,,Chines,,58.304,8.4,9,Tv,False
9454,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9455,117465,,Japones,,62.392,10.0,4,Tv,False
9456,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9457,208891,,Japones,,59.825,8.667,3,Tv,False
9458,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9459,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9460,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9461,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9462,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9463,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9464,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9465,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9466,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9467,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9468,95558,,Ingles,,64.625,8.0,8,Tv,False
9469,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9470,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9471,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9472,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9473,158876,,Chines,,58.304,8.4,9,Tv,False
9474,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9475,117465,,Japones,,62.392,10.0,4,Tv,False
9476,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9477,208891,,Japones,,59.825,8.667,3,Tv,False
9478,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9479,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9480,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9481,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9482,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9483,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9484,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9485,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9486,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9487,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9488,95558,,Ingles,,64.625,8.0,8,Tv,False
9489,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9490,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9491,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9492,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9493,158876,,Chines,,58.304,8.4,9,Tv,False
9494,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9495,117465,,Japones,,62.392,10.0,4,Tv,False
9496,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9497,208891,,Japones,,59.825,8.667,3,Tv,False
9498,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9499,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9500,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9501,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9502,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9503,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9504,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9505,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9506,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9507,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9508,95558,,Ingles,,64.625,8.0,8,Tv,False
9509,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9510,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9511,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9512,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9513,158876,,Chines,,58.304,8.4,9,Tv,False
9514,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9515,117465,,Japones,,62.392,10.0,4,Tv,False
9516,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9517,208891,,Japones,,59.825,8.667,3,Tv,False
9518,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9519,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9520,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9521,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9522,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9523,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9524,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9525,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9526,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9527,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9528,95558,,Ingles,,64.625,8.0,8,Tv,False
9529,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9530,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9531,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9532,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9533,158876,,Chines,,58.304,8.4,9,Tv,False
9534,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9535,117465,,Japones,,62.392,10.0,4,Tv,False
9536,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9537,208891,,Japones,,59.825,8.667,3,Tv,False
9538,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9539,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9540,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9541,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9542,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9543,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9544,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9545,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9546,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9547,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9548,95558,,Ingles,,64.625,8.0,8,Tv,False
9549,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9550,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9551,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9552,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9553,158876,,Chines,,58.304,8.4,9,Tv,False
9554,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9555,117465,,Japones,,62.392,10.0,4,Tv,False
9556,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9557,208891,,Japones,,59.825,8.667,3,Tv,False
9558,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9559,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9560,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9561,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9562,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9563,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9564,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9565,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9566,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9567,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9568,95558,,Ingles,,64.625,8.0,8,Tv,False
9569,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9570,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9571,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9572,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9573,158876,,Chines,,58.304,8.4,9,Tv,False
9574,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9575,117465,,Japones,,62.392,10.0,4,Tv,False
9576,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9577,208891,,Japones,,59.825,8.667,3,Tv,False
9578,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9579,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9580,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9581,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9582,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9583,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9584,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9585,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9586,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9587,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9588,95558,,Ingles,,64.625,8.0,8,Tv,False
9589,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9590,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9591,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9592,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9593,158876,,Chines,,58.304,8.4,9,Tv,False
9594,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9595,117465,,Japones,,62.392,10.0,4,Tv,False
9596,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9597,208891,,Japones,,59.825,8.667,3,Tv,False
9598,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9599,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9600,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9601,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9602,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9603,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9604,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9605,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9606,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9607,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9608,95558,,Ingles,,64.625,8.0,8,Tv,False
9609,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9610,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9611,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9612,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9613,158876,,Chines,,58.304,8.4,9,Tv,False
9614,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9615,117465,,Japones,,62.392,10.0,4,Tv,False
9616,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9617,208891,,Japones,,59.825,8.667,3,Tv,False
9618,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9619,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9620,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9621,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9622,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9623,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9624,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9625,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9626,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9627,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9628,95558,,Ingles,,64.625,8.0,8,Tv,False
9629,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9630,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9631,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9632,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9633,158876,,Chines,,58.304,8.4,9,Tv,False
9634,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9635,117465,,Japones,,62.392,10.0,4,Tv,False
9636,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9637,208891,,Japones,,59.825,8.667,3,Tv,False
9638,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9639,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9640,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9641,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9642,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9643,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9644,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9645,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9646,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9647,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9648,95558,,Ingles,,64.625,8.0,8,Tv,False
9649,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9650,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9651,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9652,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9653,158876,,Chines,,58.304,8.4,9,Tv,False
9654,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9655,117465,,Japones,,62.392,10.0,4,Tv,False
9656,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9657,208891,,Japones,,59.825,8.667,3,Tv,False
9658,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9659,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9660,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9661,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9662,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9663,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9664,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9665,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9666,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9667,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9668,95558,,Ingles,,64.625,8.0,8,Tv,False
9669,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9670,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9671,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9672,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9673,158876,,Chines,,58.304,8.4,9,Tv,False
9674,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9675,117465,,Japones,,62.392,10.0,4,Tv,False
9676,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9677,208891,,Japones,,59.825,8.667,3,Tv,False
9678,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9679,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9680,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9681,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9682,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9683,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9684,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9685,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9686,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9687,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9688,95558,,Ingles,,64.625,8.0,8,Tv,False
9689,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9690,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9691,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9692,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9693,158876,,Chines,,58.304,8.4,9,Tv,False
9694,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9695,117465,,Japones,,62.392,10.0,4,Tv,False
9696,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9697,208891,,Japones,,59.825,8.667,3,Tv,False
9698,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9699,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9700,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9701,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9702,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9703,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9704,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9705,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9706,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9707,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9708,95558,,Ingles,,64.625,8.0,8,Tv,False
9709,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9710,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9711,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9712,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9713,158876,,Chines,,58.304,8.4,9,Tv,False
9714,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9715,117465,,Japones,,62.392,10.0,4,Tv,False
9716,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9717,208891,,Japones,,59.825,8.667,3,Tv,False
9718,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9719,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9720,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9721,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9722,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9723,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9724,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9725,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9726,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9727,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9728,95558,,Ingles,,64.625,8.0,8,Tv,False
9729,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9730,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9731,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9732,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9733,158876,,Chines,,58.304,8.4,9,Tv,False
9734,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9735,117465,,Japones,,62.392,10.0,4,Tv,False
9736,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9737,208891,,Japones,,59.825,8.667,3,Tv,False
9738,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9739,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9740,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9741,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9742,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9743,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9744,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9745,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9746,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9747,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9748,95558,,Ingles,,64.625,8.0,8,Tv,False
9749,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9750,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9751,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9752,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9753,158876,,Chines,,58.304,8.4,9,Tv,False
9754,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9755,117465,,Japones,,62.392,10.0,4,Tv,False
9756,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9757,208891,,Japones,,59.825,8.667,3,Tv,False
9758,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9759,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9760,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9761,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9762,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9763,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9764,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9765,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9766,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9767,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9768,95558,,Ingles,,64.625,8.0,8,Tv,False
9769,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9770,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9771,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
9772,739405,Operation Fortune: Ruse de Guerre,Ingles,2023-01-04,184.229,6.721,297,Filme,False
9773,158876,,Chines,,58.304,8.4,9,Tv,False
9774,921355,Assassin,Ingles,2023-03-31,80.805,4.8,11,Filme,False
9775,117465,,Japones,,62.392,10.0,4,Tv,False
9776,933419,Champions,Ingles,2023-03-09,104.315,6.512,43,Filme,False
9777,208891,,Japones,,59.825,8.667,3,Tv,False
9778,878375,On a Wing and a Prayer,Ingles,2023-04-06,53.714,8.0,4,Filme,False
9779,82856,,Ingles,,1108.646,8.488,8697,Tv,False
9780,638974,Murder Mystery 2,Ingles,2023-03-26,235.901,6.8,187,Filme,False
9781,677179,Creed III,Ingles,2023-03-01,1537.879,7.2,561,Filme,False
9782,726759,Tetris,Ingles,2023-03-15,66.661,7.7,100,Filme,False
9783,76600,Avatar: The Way of Water,Ingles,2022-12-14,10224.28,7.742,6335,Filme,False
9784,849869,길복순,Koreano,2023-02-17,33.985,6.9,39,Filme,False
9785,603692,John Wick: Chapter 4,Ingles,2023-03-22,2569.508,8.161,635,Filme,False
9786,493529,Dungeons & Dragons: Honor Among Thieves,Ingles,2023-03-23,702.523,7.598,128,Filme,False
9787,932430,Prom Pact,Ingles,2023-03-30,85.403,8.0,10,Filme,False
9788,95558,,Ingles,,64.625,8.0,8,Tv,False
9789,816904,Momias,Espanhol,2023-01-05,1224.45,7.008,64,Filme,False
9790,514999,Murder Mystery,Ingles,2019-05-25,197.421,6.252,3642,Filme,False
9791,1049638,Rye Lane,Ingles,2023-03-17,30.374,7.778,18,Filme,False
